ADCCAWWD,001925,0.723,0.366,0.895,1.0,45,151,1913,1994,77.0,76.52,79.76
ADCCAWWD,001950,0.756,0.323,0.9,0.978,45,151,1913,1994,78.0,76.52,79.76
ADCCAWWD,001975,0.786,0.295,0.922,0.95,45,151,1913,1994,79.0,76.52,79.76
ADCCAWWD,000250,0.563,0.336,0.681,0.839,36,1415,226,272,10.0,9.04,10.88
ADCCAWWD,000575,0.585,0.336,0.626,0.54,45,1417,561,648,23.0,22.44,25.92
ADCCAWWD,000600,0.58,0.315,0.631,0.54,45,1417,561,648,24.0,22.44,25.92
ADCCAWWD,000625,0.564,0.43,0.633,0.739,45,1417,561,648,25.0,22.44,25.92
ADCCAWWD,004400,0.337,0.093,0.617,1.0,38,1791,4398,4511,176.0,175.92,180.44
ADCCAWWD,004425,0.308,0.09,0.588,1.0,38,1791,4398,4511,177.0,175.92,180.44
ADCCAWWD,004450,0.269,0.092,0.549,1.0,38,1791,4398,4511,178.0,175.92,180.44
ADCCAWWD,004475,0.369,0.12,0.685,1.0,38,1791,4398,4511,179.0,175.92,180.44
ADCCAWWD,004500,0.374,0.179,0.665,1.0,38,1791,4398,4511,180.0,175.92,180.44
ADCCAWWD,003025,0.593,0.253,0.884,1.0,45,2327,3012,3114,121.0,120.48,124.56
ADCCAWWD,003050,0.638,0.288,0.848,1.0,45,2327,3012,3114,122.0,120.48,124.56
ADCCAWWD,003075,0.637,0.308,0.811,0.964,45,2327,3012,3114,123.0,120.48,124.56
ADCCAWWD,002775,0.192,0.184,0.402,1.0,45,2567,2766,2894,111.0,110.64,115.76
ADCCAWWD,002800,0.2,0.153,0.473,1.0,45,2567,2766,2894,112.0,110.64,115.76
ADCCAWWD,002825,0.214,0.105,0.597,1.0,45,2567,2766,2894,113.0,110.64,115.76
ADCCAWWD,002850,0.224,0.122,0.583,1.0,45,2567,2766,2894,114.0,110.64,115.76
ADCCAWWD,002875,0.273,0.247,0.53,0.998,45,2567,2766,2894,115.0,110.64,115.76
ADCCAWWD,000250,0.203,0.38,0.305,0.791,36,3281,226,272,10.0,9.04,10.88
ADCCAWWD,000200,0.351,0.291,0.498,0.859,37,3835,121,213,8.0,4.84,8.52
AIFFRWMA,002225,0.414,0.206,0.577,1.0,45,120,2224,2266,89.0,88.96,90.64
AIFFRWMA,002250,0.378,0.152,0.605,1.0,45,120,2224,2266,90.0,88.96,90.64
AIFFRWMA,002225,0.371,0.154,0.506,0.944,45,446,2224,2266,89.0,88.96,90.64
AIFFRWMA,002250,0.297,0.109,0.463,0.987,45,446,2224,2266,90.0,88.96,90.64
AIFFRWMA,001925,0.224,0.091,0.408,0.997,6,1256,1924,1945,77.0,76.96,77.8
AIFFRWMA,001750,0.354,0.17,0.436,0.547,6,1949,1745,1911,70.0,69.8,76.44
AIFFRWMA,001775,0.359,0.159,0.446,0.574,6,1949,1745,1911,71.0,69.8,76.44
AIFFRWMA,001800,0.378,0.142,0.486,0.677,6,1949,1745,1911,72.0,69.8,76.44
AIFFRWMA,001825,0.409,0.104,0.554,0.796,6,1949,1745,1911,73.0,69.8,76.44
AIFFRWMA,001850,0.392,0.052,0.579,0.945,6,1949,1745,1911,74.0,69.8,76.44
AIFFRWMA,001875,0.243,0.001,0.547,0.996,6,1949,1745,1911,75.0,69.8,76.44
AIFFRWMA,001900,0.128,0.001,0.525,1.0,6,1949,1745,1911,76.0,69.8,76.44
AIFFRWMA,001925,0.0,0.0,0.304,1.0,6,2718,1906,1932,77.0,76.24,77.28
AIFFRWMA,001925,0.401,0.115,0.561,0.965,6,3858,1908,1972,77.0,76.32,78.88
AIFFRWMA,000425,0.353,0.361,0.563,0.997,30,4142,422,836,17.0,16.88,33.44
AIFFRWMA,000450,0.073,0.605,0.386,1.0,30,4142,422,836,18.0,16.88,33.44
AIFFRWMA,000475,0.233,0.331,0.507,0.996,30,4142,422,836,19.0,16.88,33.44
AIFFRWMA,000500,0.168,0.329,0.386,0.997,30,4142,422,836,20.0,16.88,33.44
AIFFRWMA,000525,0.14,0.414,0.334,1.0,30,4142,422,836,21.0,16.88,33.44
AIFFRWMA,000550,0.097,0.416,0.308,0.998,30,4142,422,836,22.0,16.88,33.44
AIFFRWMA,000575,0.11,0.415,0.321,0.997,30,4142,422,836,23.0,16.88,33.44
AIFFRWMA,000600,0.108,0.417,0.319,0.999,30,4142,422,836,24.0,16.88,33.44
AIFFRWMA,000625,0.104,0.415,0.326,0.999,30,4142,422,836,25.0,16.88,33.44
AIFFRWMA,000650,0.021,0.4,0.308,0.999,30,4142,422,836,26.0,16.88,33.44
AIFFRWMA,000675,0.036,0.394,0.338,0.995,30,4142,422,836,27.0,16.88,33.44
AIFFRWMA,000725,0.175,0.253,0.487,0.998,30,4142,422,836,29.0,16.88,33.44
AIFFRWMA,000750,0.027,0.193,0.352,0.996,30,4142,422,836,30.0,16.88,33.44
AIFFRWMA,000775,0.001,0.332,0.142,0.993,30,4142,422,836,31.0,16.88,33.44
AIFFRWMA,000800,0.001,0.325,0.174,0.993,30,4142,422,836,32.0,16.88,33.44
AIFFRWMA,000825,0.001,0.347,0.169,0.993,30,4142,422,836,33.0,16.88,33.44
AIIJZDRF,000400,0.568,0.11,0.846,0.79,34,382,388,667,16.0,15.52,26.68
AIIJZDRF,000425,0.568,0.11,0.846,0.79,34,382,388,667,17.0,15.52,26.68
AIIJZDRF,000450,0.568,0.11,0.846,0.79,34,382,388,667,18.0,15.52,26.68
AIIJZDRF,000475,0.563,0.128,0.841,0.807,34,382,388,667,19.0,15.52,26.68
AIIJZDRF,000500,0.326,0.166,0.679,0.985,34,382,388,667,20.0,15.52,26.68
AIIJZDRF,000525,0.323,0.145,0.687,0.996,34,382,388,667,21.0,15.52,26.68
AIIJZDRF,000550,0.316,0.17,0.677,0.999,34,382,388,667,22.0,15.52,26.68
AIIJZDRF,000575,0.305,0.123,0.665,1.0,34,382,388,667,23.0,15.52,26.68
AIIJZDRF,000600,0.293,0.131,0.653,0.999,34,382,388,667,24.0,15.52,26.68
AIIJZDRF,000625,0.282,0.143,0.642,0.997,34,382,388,667,25.0,15.52,26.68
AIIJZDRF,000650,0.271,0.155,0.631,0.995,34,382,388,667,26.0,15.52,26.68
AIIJZDRF,001375,0.053,0.03,0.721,0.996,41,1613,1351,1378,55.0,54.04,55.12
AIIJZDRF,001425,0.015,0.08,0.722,1.0,41,1614,1412,1503,57.0,56.48,60.12
AIIJZDRF,001450,0.023,0.03,0.473,1.0,41,1614,1412,1503,58.0,56.48,60.12
AIIJZDRF,001475,0.211,0.0,0.598,0.998,41,1614,1412,1503,59.0,56.48,60.12
AIIJZDRF,001475,0.038,0.604,0.159,0.994,19,3294,1469,1503,59.0,58.76,60.12
AIIJZDRF,000975,0.616,0.266,0.753,0.968,46,3603,969,1115,39.0,38.76,44.6
AIIJZDRF,001000,0.502,0.232,0.673,0.959,46,3603,969,1115,40.0,38.76,44.6
AIIJZDRF,001025,0.385,0.265,0.555,0.993,46,3603,969,1115,41.0,38.76,44.6
AIIJZDRF,001050,0.295,0.241,0.419,0.953,46,3603,969,1115,42.0,38.76,44.6
AIIJZDRF,001075,0.174,0.244,0.265,0.956,46,3603,969,1115,43.0,38.76,44.6
AIIJZDRF,001100,0.04,0.25,0.132,0.963,46,3603,969,1115,44.0,38.76,44.6
AJHHJBWQ,001000,0.574,0.113,0.601,0.237,20,1114,998,1605,40.0,39.92,64.2
AJHHJBWQ,001025,0.574,0.112,0.601,0.237,20,1114,998,1605,41.0,39.92,64.2
