video_uid,frame,x0,y0,x1,y1,action,bbox_id_new,frame_start,frame_end,time_current,time_start,time_end,duration
MLIVYRRQ,985,0.070240625,0.6544444444444444,0.12384375,0.9041888888888888,parading,-CFTn05ltV0,985,990,39.4,39.4,39.6,0.20000000000000284
MLIVYRRQ,986,0.195934375,0.6261833333333333,0.273196875,0.9225888888888889,parading,-CFTn05ltV0,985,990,39.44,39.4,39.6,0.20000000000000284
MLIVYRRQ,987,0.32162812500000004,0.5979222222222222,0.42255000000000004,0.9409944444444444,parading,-CFTn05ltV0,985,990,39.48,39.4,39.6,0.20000000000000284
MLIVYRRQ,988,0.44731875,0.5696666666666667,0.571903125,0.9593944444444444,parading,-CFTn05ltV0,985,990,39.52,39.4,39.6,0.20000000000000284
MLIVYRRQ,989,0.5730125,0.5414055555555556,0.7212562499999999,0.9778,parading,-CFTn05ltV0,985,990,39.56,39.4,39.6,0.20000000000000284
MLIVYRRQ,960,0.6987062500000001,0.5131444444444444,0.8706093750000001,0.9962,parading,1zd_rgnmz_0,960,1035,38.4,38.4,41.4,3.0
MLIVYRRQ,960,0.6987062500000001,0.5131444444444444,0.8706093750000001,0.9962,playing instrument,1zd_rgnmz_0,960,1035,38.4,38.4,41.4,3.0
MLIVYRRQ,961,0.700553125,0.5168666666666667,0.8724562499999999,0.9959833333333332,parading,1zd_rgnmz_0,960,1035,38.44,38.4,41.4,3.0
MLIVYRRQ,961,0.700553125,0.5168666666666667,0.8724562499999999,0.9959833333333332,playing instrument,1zd_rgnmz_0,960,1035,38.44,38.4,41.4,3.0
MLIVYRRQ,962,0.702403125,0.5205944444444444,0.8743062500000001,0.9957611111111111,parading,1zd_rgnmz_0,960,1035,38.48,38.4,41.4,3.0
MLIVYRRQ,962,0.702403125,0.5205944444444444,0.8743062500000001,0.9957611111111111,playing instrument,1zd_rgnmz_0,960,1035,38.48,38.4,41.4,3.0
MLIVYRRQ,963,0.70425,0.5243166666666667,0.8761531250000001,0.9955444444444445,parading,1zd_rgnmz_0,960,1035,38.52,38.4,41.4,3.0
MLIVYRRQ,963,0.70425,0.5243166666666667,0.8761531250000001,0.9955444444444445,playing instrument,1zd_rgnmz_0,960,1035,38.52,38.4,41.4,3.0
MLIVYRRQ,964,0.7061,0.5280388888888888,0.878003125,0.9953222222222221,parading,1zd_rgnmz_0,960,1035,38.56,38.4,41.4,3.0
MLIVYRRQ,964,0.7061,0.5280388888888888,0.878003125,0.9953222222222221,playing instrument,1zd_rgnmz_0,960,1035,38.56,38.4,41.4,3.0
MLIVYRRQ,965,0.707946875,0.5317666666666667,0.87985,0.9951055555555556,parading,1zd_rgnmz_0,960,1035,38.6,38.4,41.4,3.0
MLIVYRRQ,965,0.707946875,0.5317666666666667,0.87985,0.9951055555555556,playing instrument,1zd_rgnmz_0,960,1035,38.6,38.4,41.4,3.0
MLIVYRRQ,966,0.709796875,0.5354888888888889,0.8817,0.9948833333333333,parading,1zd_rgnmz_0,960,1035,38.64,38.4,41.4,3.0
MLIVYRRQ,966,0.709796875,0.5354888888888889,0.8817,0.9948833333333333,playing instrument,1zd_rgnmz_0,960,1035,38.64,38.4,41.4,3.0
MLIVYRRQ,967,0.71164375,0.5392111111111112,0.8835468750000001,0.9946666666666666,parading,1zd_rgnmz_0,960,1035,38.68,38.4,41.4,3.0
MLIVYRRQ,967,0.71164375,0.5392111111111112,0.8835468750000001,0.9946666666666666,playing instrument,1zd_rgnmz_0,960,1035,38.68,38.4,41.4,3.0
MLIVYRRQ,968,0.71349375,0.5429388888888889,0.885396875,0.9944444444444445,parading,1zd_rgnmz_0,960,1035,38.72,38.4,41.4,3.0
MLIVYRRQ,968,0.71349375,0.5429388888888889,0.885396875,0.9944444444444445,playing instrument,1zd_rgnmz_0,960,1035,38.72,38.4,41.4,3.0
MLIVYRRQ,969,0.715340625,0.5466611111111112,0.88724375,0.9942277777777778,parading,1zd_rgnmz_0,960,1035,38.76,38.4,41.4,3.0
MLIVYRRQ,969,0.715340625,0.5466611111111112,0.88724375,0.9942277777777778,playing instrument,1zd_rgnmz_0,960,1035,38.76,38.4,41.4,3.0
MLIVYRRQ,970,0.717190625,0.5503833333333333,0.88909375,0.9940055555555555,parading,1zd_rgnmz_0,960,1035,38.8,38.4,41.4,3.0
MLIVYRRQ,970,0.717190625,0.5503833333333333,0.88909375,0.9940055555555555,playing instrument,1zd_rgnmz_0,960,1035,38.8,38.4,41.4,3.0
MLIVYRRQ,971,0.7190375,0.5541111111111111,0.890940625,0.9937888888888889,parading,1zd_rgnmz_0,960,1035,38.84,38.4,41.4,3.0
MLIVYRRQ,971,0.7190375,0.5541111111111111,0.890940625,0.9937888888888889,playing instrument,1zd_rgnmz_0,960,1035,38.84,38.4,41.4,3.0
MLIVYRRQ,972,0.7208875,0.5578333333333333,0.892790625,0.9935666666666667,parading,1zd_rgnmz_0,960,1035,38.88,38.4,41.4,3.0
MLIVYRRQ,972,0.7208875,0.5578333333333333,0.892790625,0.9935666666666667,playing instrument,1zd_rgnmz_0,960,1035,38.88,38.4,41.4,3.0
MLIVYRRQ,973,0.722734375,0.5615555555555556,0.8946375,0.99335,parading,1zd_rgnmz_0,960,1035,38.92,38.4,41.4,3.0
MLIVYRRQ,973,0.722734375,0.5615555555555556,0.8946375,0.99335,playing instrument,1zd_rgnmz_0,960,1035,38.92,38.4,41.4,3.0
MLIVYRRQ,974,0.724584375,0.5652833333333334,0.8964874999999999,0.9931277777777778,parading,1zd_rgnmz_0,960,1035,38.96,38.4,41.4,3.0
MLIVYRRQ,974,0.724584375,0.5652833333333334,0.8964874999999999,0.9931277777777778,playing instrument,1zd_rgnmz_0,960,1035,38.96,38.4,41.4,3.0
MLIVYRRQ,975,0.72643125,0.5690055555555555,0.8983343749999999,0.9929111111111111,parading,1zd_rgnmz_0,960,1035,39.0,38.4,41.4,3.0
MLIVYRRQ,975,0.72643125,0.5690055555555555,0.8983343749999999,0.9929111111111111,playing instrument,1zd_rgnmz_0,960,1035,39.0,38.4,41.4,3.0
MLIVYRRQ,976,0.734565625,0.5624333333333333,0.9077624999999999,0.9925833333333333,parading,1zd_rgnmz_0,960,1035,39.04,38.4,41.4,3.0
MLIVYRRQ,976,0.734565625,0.5624333333333333,0.9077624999999999,0.9925833333333333,playing instrument,1zd_rgnmz_0,960,1035,39.04,38.4,41.4,3.0
MLIVYRRQ,977,0.742696875,0.5558611111111111,0.9171875,0.9922555555555556,parading,1zd_rgnmz_0,960,1035,39.08,38.4,41.4,3.0
