video_uid,frame,x0,y0,x1,y1,action,bbox_id_new,frame_start,frame_end,time_current,time_start,time_end,duration
DPMRUAHD,1220,0.1973125,0.1524388888888889,0.356803125,0.7164611111111111,running/escaping,1Yg_tRPjou0,1220,1243,48.8,48.8,49.72,0.9200000000000017
DPMRUAHD,1220,0.1973125,0.1524388888888889,0.356803125,0.7164611111111111,holding weapon,1Yg_tRPjou0,1220,1243,48.8,48.8,49.72,0.9200000000000017
DPMRUAHD,1221,0.2036,0.15176111111111112,0.363090625,0.7157833333333333,running/escaping,1Yg_tRPjou0,1220,1243,48.84,48.8,49.72,0.9200000000000017
DPMRUAHD,1221,0.2036,0.15176111111111112,0.363090625,0.7157833333333333,holding weapon,1Yg_tRPjou0,1220,1243,48.84,48.8,49.72,0.9200000000000017
DPMRUAHD,1222,0.2098875,0.15108333333333335,0.369378125,0.7151055555555555,running/escaping,1Yg_tRPjou0,1220,1243,48.88,48.8,49.72,0.9200000000000017
DPMRUAHD,1222,0.2098875,0.15108333333333335,0.369378125,0.7151055555555555,holding weapon,1Yg_tRPjou0,1220,1243,48.88,48.8,49.72,0.9200000000000017
DPMRUAHD,1223,0.21617812500000003,0.15040555555555557,0.37566875,0.7144277777777778,running/escaping,1Yg_tRPjou0,1220,1243,48.92,48.8,49.72,0.9200000000000017
DPMRUAHD,1223,0.21617812500000003,0.15040555555555557,0.37566875,0.7144277777777778,holding weapon,1Yg_tRPjou0,1220,1243,48.92,48.8,49.72,0.9200000000000017
DPMRUAHD,1224,0.22246562499999997,0.1497277777777778,0.38195625,0.71375,running/escaping,1Yg_tRPjou0,1220,1243,48.96,48.8,49.72,0.9200000000000017
DPMRUAHD,1224,0.22246562499999997,0.1497277777777778,0.38195625,0.71375,holding weapon,1Yg_tRPjou0,1220,1243,48.96,48.8,49.72,0.9200000000000017
DPMRUAHD,1225,0.22875312499999997,0.14905000000000002,0.38824375,0.7130722222222222,running/escaping,1Yg_tRPjou0,1220,1243,49.0,48.8,49.72,0.9200000000000017
DPMRUAHD,1225,0.22875312499999997,0.14905000000000002,0.38824375,0.7130722222222222,holding weapon,1Yg_tRPjou0,1220,1243,49.0,48.8,49.72,0.9200000000000017
DPMRUAHD,1226,0.23504062499999998,0.14837222222222224,0.39453125,0.7123944444444444,running/escaping,1Yg_tRPjou0,1220,1243,49.04,48.8,49.72,0.9200000000000017
DPMRUAHD,1226,0.23504062499999998,0.14837222222222224,0.39453125,0.7123944444444444,holding weapon,1Yg_tRPjou0,1220,1243,49.04,48.8,49.72,0.9200000000000017
DPMRUAHD,1227,0.24133125,0.14769444444444446,0.400821875,0.7117166666666667,running/escaping,1Yg_tRPjou0,1220,1243,49.08,48.8,49.72,0.9200000000000017
DPMRUAHD,1227,0.24133125,0.14769444444444446,0.400821875,0.7117166666666667,holding weapon,1Yg_tRPjou0,1220,1243,49.08,48.8,49.72,0.9200000000000017
DPMRUAHD,1228,0.24761875,0.14701666666666668,0.407109375,0.7110388888888889,running/escaping,1Yg_tRPjou0,1220,1243,49.12,48.8,49.72,0.9200000000000017
DPMRUAHD,1228,0.24761875,0.14701666666666668,0.407109375,0.7110388888888889,holding weapon,1Yg_tRPjou0,1220,1243,49.12,48.8,49.72,0.9200000000000017
DPMRUAHD,1229,0.25390625,0.1463388888888889,0.413396875,0.7103611111111111,running/escaping,1Yg_tRPjou0,1220,1243,49.16,48.8,49.72,0.9200000000000017
DPMRUAHD,1229,0.25390625,0.1463388888888889,0.413396875,0.7103611111111111,holding weapon,1Yg_tRPjou0,1220,1243,49.16,48.8,49.72,0.9200000000000017
DPMRUAHD,1230,0.26128125,0.14847222222222223,0.42077187499999996,0.7124944444444444,running/escaping,1Yg_tRPjou0,1220,1243,49.2,48.8,49.72,0.9200000000000017
DPMRUAHD,1230,0.26128125,0.14847222222222223,0.42077187499999996,0.7124944444444444,holding weapon,1Yg_tRPjou0,1220,1243,49.2,48.8,49.72,0.9200000000000017
DPMRUAHD,1231,0.26865625,0.15060555555555558,0.42814687500000004,0.7146277777777779,running/escaping,1Yg_tRPjou0,1220,1243,49.24,48.8,49.72,0.9200000000000017
DPMRUAHD,1231,0.26865625,0.15060555555555558,0.42814687500000004,0.7146277777777779,holding weapon,1Yg_tRPjou0,1220,1243,49.24,48.8,49.72,0.9200000000000017
DPMRUAHD,1232,0.27602812499999996,0.15274444444444443,0.43551875000000007,0.7167666666666667,running/escaping,1Yg_tRPjou0,1220,1243,49.28,48.8,49.72,0.9200000000000017
DPMRUAHD,1232,0.27602812499999996,0.15274444444444443,0.43551875000000007,0.7167666666666667,holding weapon,1Yg_tRPjou0,1220,1243,49.28,48.8,49.72,0.9200000000000017
DPMRUAHD,1233,0.283403125,0.15487777777777778,0.44289375,0.7188999999999999,running/escaping,1Yg_tRPjou0,1220,1243,49.32,48.8,49.72,0.9200000000000017
DPMRUAHD,1233,0.283403125,0.15487777777777778,0.44289375,0.7188999999999999,holding weapon,1Yg_tRPjou0,1220,1243,49.32,48.8,49.72,0.9200000000000017
DPMRUAHD,1234,0.290778125,0.1570111111111111,0.45026875000000005,0.7210333333333333,running/escaping,1Yg_tRPjou0,1220,1243,49.36,48.8,49.72,0.9200000000000017
DPMRUAHD,1234,0.290778125,0.1570111111111111,0.45026875000000005,0.7210333333333333,holding weapon,1Yg_tRPjou0,1220,1243,49.36,48.8,49.72,0.9200000000000017
DPMRUAHD,1235,0.298153125,0.15914444444444445,0.45764375,0.7231666666666666,running/escaping,1Yg_tRPjou0,1220,1243,49.4,48.8,49.72,0.9200000000000017
DPMRUAHD,1235,0.298153125,0.15914444444444445,0.45764375,0.7231666666666666,holding weapon,1Yg_tRPjou0,1220,1243,49.4,48.8,49.72,0.9200000000000017
DPMRUAHD,1236,0.30552812500000004,0.1612777777777778,0.46501875000000004,0.7253000000000001,running/escaping,1Yg_tRPjou0,1220,1243,49.44,48.8,49.72,0.9200000000000017
DPMRUAHD,1236,0.30552812500000004,0.1612777777777778,0.46501875000000004,0.7253000000000001,holding weapon,1Yg_tRPjou0,1220,1243,49.44,48.8,49.72,0.9200000000000017
DPMRUAHD,1237,0.3129,0.16341666666666665,0.47239062499999995,0.7274388888888889,running/escaping,1Yg_tRPjou0,1220,1243,49.48,48.8,49.72,0.9200000000000017
DPMRUAHD,1237,0.3129,0.16341666666666665,0.47239062499999995,0.7274388888888889,holding weapon,1Yg_tRPjou0,1220,1243,49.48,48.8,49.72,0.9200000000000017
DPMRUAHD,1238,0.320275,0.16555,0.47976562500000003,0.7295722222222223,running/escaping,1Yg_tRPjou0,1220,1243,49.52,48.8,49.72,0.9200000000000017
