video_uid,frame,x0,y0,x1,y1,action,bbox_id_new,frame_start,frame_end,time_current,time_start,time_end,duration
OUHZISKX,4705,0.6734375,0.17152777777777778,0.8890625,0.5090277777777777,holding flag,-B4czOoAei0,4705,4740,188.2,188.2,189.6,1.4000000000000057
OUHZISKX,4706,0.66640625,0.16847222222222222,0.88671875,0.5109722222222222,holding flag,-B4czOoAei0,4705,4740,188.24,188.2,189.6,1.4000000000000057
OUHZISKX,4707,0.659375,0.16541666666666666,0.884375,0.5129166666666667,holding flag,-B4czOoAei0,4705,4740,188.28,188.2,189.6,1.4000000000000057
OUHZISKX,4708,0.65234375,0.16236111111111112,0.88203125,0.5148611111111111,holding flag,-B4czOoAei0,4705,4740,188.32,188.2,189.6,1.4000000000000057
OUHZISKX,4709,0.6453125,0.15930555555555556,0.8796875,0.5168055555555556,holding flag,-B4czOoAei0,4705,4740,188.36,188.2,189.6,1.4000000000000057
OUHZISKX,4710,0.63828125,0.15625,0.87734375,0.51875,holding flag,-B4czOoAei0,4705,4740,188.4,188.2,189.6,1.4000000000000057
OUHZISKX,4711,0.6311718749999999,0.15361111111111111,0.8702343750000001,0.5130555555555555,holding flag,-B4czOoAei0,4705,4740,188.44,188.2,189.6,1.4000000000000057
OUHZISKX,4712,0.6240625,0.15097222222222223,0.8631249999999999,0.5073611111111112,holding flag,-B4czOoAei0,4705,4740,188.48,188.2,189.6,1.4000000000000057
OUHZISKX,4713,0.616953125,0.14833333333333332,0.8560156250000001,0.5016666666666667,holding flag,-B4czOoAei0,4705,4740,188.52,188.2,189.6,1.4000000000000057
OUHZISKX,4714,0.60984375,0.14569444444444446,0.84890625,0.49597222222222226,holding flag,-B4czOoAei0,4705,4740,188.56,188.2,189.6,1.4000000000000057
OUHZISKX,4715,0.602734375,0.14305555555555555,0.841796875,0.49027777777777776,holding flag,-B4czOoAei0,4705,4740,188.6,188.2,189.6,1.4000000000000057
OUHZISKX,4716,0.595625,0.14041666666666666,0.8346875,0.4845833333333333,holding flag,-B4czOoAei0,4705,4740,188.64,188.2,189.6,1.4000000000000057
OUHZISKX,4717,0.588515625,0.13777777777777778,0.8275781249999999,0.4788888888888889,holding flag,-B4czOoAei0,4705,4740,188.68,188.2,189.6,1.4000000000000057
OUHZISKX,4718,0.58140625,0.1351388888888889,0.8204687500000001,0.4731944444444444,holding flag,-B4czOoAei0,4705,4740,188.72,188.2,189.6,1.4000000000000057
OUHZISKX,4719,0.574296875,0.1325,0.8133593749999999,0.4675,holding flag,-B4czOoAei0,4705,4740,188.76,188.2,189.6,1.4000000000000057
OUHZISKX,4720,0.5671875,0.12986111111111112,0.80625,0.4618055555555556,holding flag,-B4czOoAei0,4705,4740,188.8,188.2,189.6,1.4000000000000057
OUHZISKX,4721,0.563021875,0.12912222222222222,0.8003125000000001,0.45995555555555556,holding flag,-B4czOoAei0,4705,4740,188.84,188.2,189.6,1.4000000000000057
OUHZISKX,4722,0.558853125,0.12837777777777779,0.7943749999999999,0.4581,holding flag,-B4czOoAei0,4705,4740,188.88,188.2,189.6,1.4000000000000057
OUHZISKX,4723,0.5546875,0.12763888888888889,0.7884375,0.45625,holding flag,-B4czOoAei0,4705,4740,188.92,188.2,189.6,1.4000000000000057
OUHZISKX,4724,0.550521875,0.12689999999999999,0.7825,0.4544,holding flag,-B4czOoAei0,4705,4740,188.96,188.2,189.6,1.4000000000000057
OUHZISKX,4725,0.546353125,0.12615555555555555,0.7765625,0.4525444444444444,holding flag,-B4czOoAei0,4705,4740,189.0,188.2,189.6,1.4000000000000057
OUHZISKX,4726,0.5421875,0.12541666666666668,0.770625,0.45069444444444445,holding flag,-B4czOoAei0,4705,4740,189.04,188.2,189.6,1.4000000000000057
OUHZISKX,4727,0.538021875,0.12467777777777778,0.7646875,0.44884444444444443,holding flag,-B4czOoAei0,4705,4740,189.08,188.2,189.6,1.4000000000000057
OUHZISKX,4728,0.533853125,0.12393333333333333,0.75875,0.4469888888888889,holding flag,-B4czOoAei0,4705,4740,189.12,188.2,189.6,1.4000000000000057
OUHZISKX,4729,0.5296875,0.12319444444444445,0.7528125,0.44513888888888886,holding flag,-B4czOoAei0,4705,4740,189.16,188.2,189.6,1.4000000000000057
OUHZISKX,4730,0.525521875,0.12245555555555557,0.746875,0.4432888888888889,holding flag,-B4czOoAei0,4705,4740,189.2,188.2,189.6,1.4000000000000057
OUHZISKX,4731,0.521353125,0.12171111111111112,0.7409375,0.44143333333333334,holding flag,-B4czOoAei0,4705,4740,189.24,188.2,189.6,1.4000000000000057
OUHZISKX,4732,0.5171875,0.12097222222222222,0.735,0.4395833333333333,holding flag,-B4czOoAei0,4705,4740,189.28,188.2,189.6,1.4000000000000057
OUHZISKX,4733,0.513021875,0.12023333333333333,0.7290625000000001,0.43773333333333336,holding flag,-B4czOoAei0,4705,4740,189.32,188.2,189.6,1.4000000000000057
OUHZISKX,4734,0.508853125,0.11948888888888888,0.723125,0.43587777777777775,holding flag,-B4czOoAei0,4705,4740,189.36,188.2,189.6,1.4000000000000057
OUHZISKX,4735,0.5046875,0.11875,0.7171875,0.4340277777777778,holding flag,-B4czOoAei0,4705,4740,189.4,188.2,189.6,1.4000000000000057
OUHZISKX,4736,0.53609375,0.20819444444444446,0.72921875,0.49236111111111114,holding flag,-B4czOoAei0,4705,4740,189.44,188.2,189.6,1.4000000000000057
OUHZISKX,4737,0.5675,0.2976388888888889,0.74125,0.5506944444444445,holding flag,-B4czOoAei0,4705,4740,189.48,188.2,189.6,1.4000000000000057
OUHZISKX,4738,0.59890625,0.38708333333333333,0.75328125,0.6090277777777777,holding flag,-B4czOoAei0,4705,4740,189.52,188.2,189.6,1.4000000000000057
OUHZISKX,4739,0.6303124999999999,0.47652777777777783,0.7653125000000001,0.6673611111111111,holding flag,-B4czOoAei0,4705,4740,189.56,188.2,189.6,1.4000000000000057
OUHZISKX,5120,0.66171875,0.5659722222222222,0.77734375,0.7256944444444444,waving flag,T94UvWkaPS0,5120,5170,204.8,204.8,206.8,2.0
OUHZISKX,5121,0.6622656250000001,0.5654166666666667,0.7778906250000001,0.7251388888888889,waving flag,T94UvWkaPS0,5120,5170,204.84,204.8,206.8,2.0
OUHZISKX,5122,0.6628125,0.5648611111111111,0.7784375,0.7245833333333334,waving flag,T94UvWkaPS0,5120,5170,204.88,204.8,206.8,2.0
OUHZISKX,5123,0.663359375,0.5643055555555556,0.7789843750000001,0.7240277777777777,waving flag,T94UvWkaPS0,5120,5170,204.92,204.8,206.8,2.0
OUHZISKX,5124,0.6639062499999999,0.56375,0.77953125,0.7234722222222222,waving flag,T94UvWkaPS0,5120,5170,204.96,204.8,206.8,2.0
OUHZISKX,5125,0.664453125,0.5631944444444444,0.780078125,0.7229166666666667,waving flag,T94UvWkaPS0,5120,5170,205.0,204.8,206.8,2.0
OUHZISKX,5126,0.665,0.5626388888888889,0.780625,0.7223611111111111,waving flag,T94UvWkaPS0,5120,5170,205.04,204.8,206.8,2.0
OUHZISKX,5127,0.665546875,0.5620833333333333,0.781171875,0.7218055555555556,waving flag,T94UvWkaPS0,5120,5170,205.08,204.8,206.8,2.0
OUHZISKX,5128,0.66609375,0.5615277777777778,0.78171875,0.72125,waving flag,T94UvWkaPS0,5120,5170,205.12,204.8,206.8,2.0
OUHZISKX,5129,0.666640625,0.5609722222222222,0.782265625,0.7206944444444444,waving flag,T94UvWkaPS0,5120,5170,205.16,204.8,206.8,2.0
OUHZISKX,5130,0.6671875,0.5604166666666667,0.7828125,0.7201388888888889,waving flag,T94UvWkaPS0,5120,5170,205.2,204.8,206.8,2.0
OUHZISKX,5131,0.65081875,0.55205,0.77456875,0.7212833333333333,waving flag,T94UvWkaPS0,5120,5170,205.24,204.8,206.8,2.0
OUHZISKX,5132,0.6344531250000001,0.5436777777777777,0.766328125,0.7224333333333334,waving flag,T94UvWkaPS0,5120,5170,205.28,204.8,206.8,2.0
OUHZISKX,5133,0.6180875,0.5353111111111111,0.7580875,0.7235777777777778,waving flag,T94UvWkaPS0,5120,5170,205.32,204.8,206.8,2.0
OUHZISKX,5134,0.6017187500000001,0.5269444444444444,0.7498437499999999,0.7247222222222222,waving flag,T94UvWkaPS0,5120,5170,205.36,204.8,206.8,2.0
OUHZISKX,5135,0.58535,0.5185777777777777,0.7416,0.7258666666666667,waving flag,T94UvWkaPS0,5120,5170,205.4,204.8,206.8,2.0
OUHZISKX,5136,0.568984375,0.5102111111111111,0.733359375,0.7270166666666666,waving flag,T94UvWkaPS0,5120,5170,205.44,204.8,206.8,2.0
OUHZISKX,5137,0.5526187499999999,0.501838888888889,0.72511875,0.728161111111111,waving flag,T94UvWkaPS0,5120,5170,205.48,204.8,206.8,2.0
OUHZISKX,5138,0.53625,0.49347222222222226,0.716875,0.7293055555555555,waving flag,T94UvWkaPS0,5120,5170,205.52,204.8,206.8,2.0
OUHZISKX,5139,0.51988125,0.48510555555555557,0.70863125,0.7304499999999999,waving flag,T94UvWkaPS0,5120,5170,205.56,204.8,206.8,2.0
OUHZISKX,5140,0.503515625,0.47673333333333334,0.700390625,0.7315999999999999,waving flag,T94UvWkaPS0,5120,5170,205.6,204.8,206.8,2.0
OUHZISKX,5141,0.48715,0.46836666666666665,0.69215,0.7327444444444444,waving flag,T94UvWkaPS0,5120,5170,205.64,204.8,206.8,2.0
OUHZISKX,5142,0.47078125000000004,0.45999999999999996,0.6839062499999999,0.7338888888888888,waving flag,T94UvWkaPS0,5120,5170,205.68,204.8,206.8,2.0
OUHZISKX,5143,0.45441562500000005,0.45163333333333333,0.6756624999999999,0.7350333333333334,waving flag,T94UvWkaPS0,5120,5170,205.72,204.8,206.8,2.0
OUHZISKX,5144,0.43804687500000006,0.44326666666666664,0.6674218749999999,0.7361777777777778,waving flag,T94UvWkaPS0,5120,5170,205.76,204.8,206.8,2.0
OUHZISKX,5145,0.42168124999999995,0.4348944444444445,0.6591812499999999,0.7373277777777777,waving flag,T94UvWkaPS0,5120,5170,205.8,204.8,206.8,2.0
