video_uid,frame,x0,y0,x1,y1,action,bbox_id_new,frame_start,frame_end,time_current,time_start,time_end,duration
IKUWIPXW,3518,0.250390625,0.17,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.72,140.72,144.48,3.759999999999991
IKUWIPXW,3519,0.250390625,0.16982222222222224,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.76,140.72,144.48,3.759999999999991
IKUWIPXW,3520,0.250390625,0.16964444444444446,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.8,140.72,144.48,3.759999999999991
IKUWIPXW,3521,0.250390625,0.16946666666666668,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.84,140.72,144.48,3.759999999999991
IKUWIPXW,3522,0.250390625,0.16928333333333334,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.88,140.72,144.48,3.759999999999991
IKUWIPXW,3523,0.250390625,0.16910555555555556,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.92,140.72,144.48,3.759999999999991
IKUWIPXW,3524,0.250390625,0.1689277777777778,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,140.96,140.72,144.48,3.759999999999991
IKUWIPXW,3525,0.250390625,0.16875,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.0,140.72,144.48,3.759999999999991
IKUWIPXW,3526,0.250390625,0.16857222222222223,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.04,140.72,144.48,3.759999999999991
IKUWIPXW,3527,0.250390625,0.16839444444444446,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.08,140.72,144.48,3.759999999999991
IKUWIPXW,3528,0.250390625,0.16821666666666665,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.12,140.72,144.48,3.759999999999991
IKUWIPXW,3529,0.250390625,0.1680333333333333,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.16,140.72,144.48,3.759999999999991
IKUWIPXW,3530,0.250390625,0.16785555555555554,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.2,140.72,144.48,3.759999999999991
IKUWIPXW,3531,0.250390625,0.16767777777777776,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.24,140.72,144.48,3.759999999999991
IKUWIPXW,3532,0.250390625,0.16749999999999998,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.28,140.72,144.48,3.759999999999991
IKUWIPXW,3533,0.250390625,0.1673222222222222,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.32,140.72,144.48,3.759999999999991
IKUWIPXW,3534,0.250390625,0.16714444444444443,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.36,140.72,144.48,3.759999999999991
IKUWIPXW,3535,0.250390625,0.16696666666666665,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.4,140.72,144.48,3.759999999999991
IKUWIPXW,3536,0.250390625,0.16678333333333334,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.44,140.72,144.48,3.759999999999991
IKUWIPXW,3537,0.250390625,0.16660555555555556,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.48,140.72,144.48,3.759999999999991
IKUWIPXW,3538,0.250390625,0.16642777777777779,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.52,140.72,144.48,3.759999999999991
IKUWIPXW,3539,0.250390625,0.16625,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.56,140.72,144.48,3.759999999999991
IKUWIPXW,3540,0.250390625,0.16607222222222223,0.40648437499999995,0.7825,reporting live,AM0egKQbJD0,3518,3612,141.6,140.72,144.48,3.759999999999991
